price,bedrooms,sqft_living,floors,waterfront,view,condition,yr_built,grade
490000,2,1590,1,0,0,4,1946,7
399950,3,2050,1,0,0,5,1960,7
1635000,5,4220,1,0,0,3,1958,10
989000,5,4030,2,0,0,3,2000,11
264950,4,1770,1,0,0,5,1983,7
491500,4,2100,1,0,0,3,1979,8
345000,3,2120,2,0,0,3,1984,7
339900,4,2600,1,0,0,4,1969,8
852000,3,2400,2,0,0,3,1905,7
585000,5,3180,1,0,3,3,1968,7
723000,4,2790,1,0,0,4,1977,8
594000,3,2080,2,0,0,3,1990,8
405000,2,1370,2,0,0,4,1987,7
725500,4,2790,2,0,0,3,1997,9
800000,2,1740,1,0,0,3,1955,8
1325000,3,6400,1,0,2,4,1966,10
180500,3,1800,2,0,0,3,1996,7
325000,3,1800,2,0,0,3,1996,7
235000,3,1190,1,0,0,4,1968,7
330000,2,860,1,0,0,4,1948,7
678500,3,2460,1,0,2,4,1952,8
463000,4,1980,2,0,0,4,1974,7
250000,2,670,1,0,0,3,1943,6
655000,3,1410,1.5,0,0,4,1927,8
239900,4,1860,1,0,0,3,1979,8
185000,3,980,1,0,0,3,1955,7
1735000,4,3040,2,0,3,4,1926,9
251700,3,1810,1,0,0,3,1977,7
400000,4,1560,1,0,0,3,1964,8
735000,4,2100,1,0,0,3,1955,8
1700000,5,2500,2,1,4,5,1942,8
82500,2,520,1,0,0,2,1951,5
765000,4,3010,2,0,0,3,2004,10
292500,4,2140,1,0,0,3,1968,7
270000,3,2390,1,0,0,4,1970,7
415000,2,1510,1,0,0,3,1939,7
950000,4,2210,1,0,0,4,1952,7
353000,3,2170,2,0,0,3,1995,7
670950,3,1790,3,0,0,3,2007,8
280950,3,1390,1,0,3,4,1912,7
585000,3,1850,1,0,0,4,1983,8
525000,2,1480,1,0,0,3,1974,8
605000,3,1850,1,0,0,4,1973,8
1010000,4,3350,2,0,0,3,2007,9
245990,3,1040,1,0,0,3,1942,7
535000,4,2810,2,0,0,3,1985,10
410000,1,1010,1,0,0,3,1911,7
550000,3,2250,2,0,0,4,1988,8
665000,3,1800,1,0,0,3,1972,8
455000,3,2400,1,0,0,4,1940,7
440000,4,1780,1.5,0,0,3,1922,7
332000,3,2120,1,0,0,3,1979,9
280000,3,1860,2,0,0,3,1989,7
570000,3,1460,2,0,0,3,2006,8
250000,3,1230,1,0,0,4,1957,7
238000,2,1088,1,0,0,3,1952,6
265000,3,800,1,0,0,3,1949,6
306000,3,1190,1,0,0,4,1959,7
345000,5,1940,1,0,0,3,2002,7
765000,4,3300,1,0,0,4,1971,9
346300,4,2590,2,0,0,3,1998,8
342500,3,2080,1,0,0,3,2002,8
501000,4,2680,2,0,0,3,2000,7
270000,3,1670,1,0,0,4,1990,7
638000,3,1830,1.5,0,0,4,1930,8
460000,3,1400,1,0,0,4,1908,8
760000,4,2770,1,0,0,4,1953,7
1085000,3,3630,1,0,0,4,1972,9
234000,3,1040,1,0,0,3,1983,6
1650000,3,2690,2,1,4,4,1975,10
488000,5,2020,1.5,0,0,4,1938,7
1550000,5,2450,2,0,0,4,1963,9
499000,4,2030,2,0,0,3,1982,7
150000,3,1450,1,0,0,3,1952,7
333000,4,2400,2,0,0,3,1993,8
700000,4,2870,1,0,1,4,1959,8
275000,4,1340,1.5,0,0,3,1926,7
330000,3,1680,1,0,0,3,1959,7
360000,4,1850,1,0,0,3,1969,7
467000,3,1220,1.5,0,0,3,1965,7
568000,3,2320,1,0,0,4,1979,9
605000,5,3220,2,0,0,3,1972,8
750000,4,3190,2,0,0,3,2005,9
760000,3,3530,2,0,0,3,1994,10
265000,3,2050,1,0,0,3,1979,7
490000,3,1720,1,0,0,4,1956,7
360000,4,2850,2,0,0,3,2004,8
311750,4,2270,1,0,0,4,1976,7
399000,3,1880,1,0,0,3,1958,8
347000,4,2770,2,0,0,3,1989,8
1680000,4,4490,2,0,0,3,1998,12
585000,4,3110,2,0,0,3,2005,9
340000,4,2360,2,0,0,3,1992,8
612000,3,2180,2,0,0,3,1994,8
230000,2,1910,2,0,0,3,1980,8
604000,4,2260,2,0,0,3,1989,9
250000,3,1770,1,0,0,4,1959,7
258500,3,1460,1,0,0,3,1989,7
783000,4,2080,1,0,0,5,1940,8
1050000,5,2960,1,0,2,5,1958,8
760000,4,3220,2,0,0,3,2002,9
276000,3,1140,1,0,0,3,1960,7
550000,4,1660,1,0,0,3,1966,8
398000,4,1430,1.5,0,0,5,1953,7
775000,3,1820,1.5,0,0,4,1914,8
1027500,4,3540,2,0,0,3,1988,8
327000,4,1620,1.5,0,0,5,1905,7
564500,4,3100,2,0,0,3,1995,8
782000,4,1500,1.5,0,0,5,1905,7
398000,4,2820,2,0,0,3,2005,9
257000,3,1850,1.5,0,0,3,1915,6
235000,4,1570,2,0,0,4,1984,7
453000,4,2300,1,0,3,5,1979,8
535000,2,920,1,0,0,1,1954,6
275000,3,1600,2,0,0,4,1993,8
665000,3,2630,2,0,0,3,1996,9
670000,4,3020,1,0,0,4,1977,8
465000,3,1490,1,0,0,3,1966,7
210000,3,1160,1,0,0,5,1970,7
265000,4,2040,2,0,0,3,2001,8
426000,2,1550,2,0,0,4,1987,8
529219,4,1990,1,0,0,4,1966,8
600000,3,1900,1.5,0,0,4,1969,7
875000,5,3840,2,0,0,3,2001,9
608000,4,2400,1,0,0,3,1956,7
220000,3,1660,1,0,0,4,1973,7
1760000,4,6055,1,0,3,4,1996,12
295450,3,2030,1,0,2,4,1966,8
315000,2,840,1,0,0,3,1925,7
205000,4,1450,1,0,0,4,1967,7
310000,3,1460,1,0,0,3,1952,7
1000000,5,2010,1.5,0,0,3,1927,9
525000,4,2910,2,0,2,3,2006,9
284000,4,1880,1,0,0,3,1960,7
510000,3,2170,1,0,0,3,1986,8
405000,2,1260,1,0,0,4,1947,7
509950,3,1970,2,0,0,3,2007,8
600000,4,2090,2,0,0,3,1987,8
990000,4,3450,2,0,0,3,2006,10
280005,3,1130,1,0,0,3,1954,7
700000,3,2600,1,0,0,4,1968,8
330000,3,1030,1,0,0,3,1953,7
340000,2,1700,1,0,2,3,1956,7
468000,2,1480,2,0,0,3,2007,8
1339000,4,4250,2,0,2,4,1972,9
515000,3,1600,1,0,0,3,1955,8
245000,4,1870,1,0,2,3,1977,7
265000,3,1440,1,0,0,4,1983,7
372400,3,2720,2,0,0,3,1990,9
390000,3,1240,1,0,0,5,1948,6
208000,3,1020,1,0,0,4,1967,7
273000,2,1180,1,0,0,4,1945,6
455000,5,3080,2,0,0,3,2003,8
270000,4,1750,2,0,0,3,1988,7
618000,4,2530,1,0,0,4,1958,7
213550,3,1580,2,0,0,3,1990,7
210000,5,2340,2,0,0,3,1957,7
2750000,5,6300,2,0,1,3,2004,12
403500,4,2400,1,0,0,5,1974,7
235000,3,1300,1,0,0,4,1963,7
287500,3,1760,1,0,0,4,1936,6
546800,4,1520,1,0,0,3,1946,7
183000,3,1070,1,0,0,4,1957,6
560000,3,2560,1,0,0,3,1986,8
299500,3,1280,1,0,0,3,1958,6
610000,4,1660,1,0,0,3,1965,8
288350,3,1860,1,0,0,3,1963,7
500000,2,950,1,0,2,3,1926,7
625000,4,2140,1,0,0,3,1951,7
418000,2,1480,2,0,0,3,2007,7
660000,3,2260,2,0,0,3,2002,8
775000,4,2300,2,0,0,3,1999,9
429500,3,1650,1,0,0,4,1972,7
569000,3,1990,1.5,0,0,3,1908,7
250000,4,1960,1,0,0,5,1978,7
225000,3,1310,1,0,0,4,1969,7
530000,4,2450,1,0,0,5,1974,9
306000,3,910,1,0,0,3,1955,7
517100,3,1580,1,0,0,5,1962,7
354950,3,1780,1,0,0,3,1976,7
348000,3,1040,1,0,0,3,1925,6
522250,4,2340,1,0,0,3,1977,8
275000,3,1720,1,0,0,3,1983,8
390000,3,1600,1,0,0,3,1954,7
260000,3,1320,1,0,0,3,1954,7
585000,5,2350,1.5,0,0,3,1922,8
605000,5,2740,1.5,0,0,5,1925,7
342000,4,2300,2,0,0,3,2001,8
900000,5,4350,2,0,0,3,1972,10
252000,3,1430,1,0,0,4,1981,7
357000,3,2400,1,0,0,3,1971,9
370000,3,940,1,0,0,4,1959,6
322500,3,1020,1,0,0,5,1959,7
210000,2,1680,2,0,0,4,1910,7
290000,2,1340,1,0,0,3,1949,7
860000,4,3960,2,0,0,3,2005,10
302000,6,2650,1.5,0,0,3,1911,8
369160,4,2120,2,0,2,4,1965,8
1185000,4,2850,2.5,0,0,3,2003,9
993000,4,2850,2,0,0,5,1954,8
380000,6,1870,1,0,0,4,1968,7
635000,4,2660,1,0,0,4,1949,7
260000,3,1190,1,0,0,3,1947,6
243000,2,1770,1.5,0,0,4,1943,7
1400000,4,2770,2,0,0,3,2001,9
665000,4,2080,1,0,2,5,1952,8
898000,5,2700,2,0,0,5,1987,9
583000,4,2200,1,0,0,5,1955,8
429000,4,2160,2,0,0,2,1977,8
471000,3,2010,2,0,0,3,1998,8
1810000,3,3780,2,0,0,3,1951,9
739500,3,4460,2,0,0,3,2005,9
450000,3,1770,1,0,0,3,1959,8
552500,3,1430,1,0,0,3,1949,7
437000,4,1700,1,0,0,4,1954,7
270000,4,1830,1.5,0,0,3,1951,7
226740,3,1410,1,0,0,4,1965,7
446500,4,3060,1,0,0,3,1974,8
283000,3,1820,2,0,2,3,1920,7
445000,4,2430,1.5,0,0,4,1909,7
250000,2,740,1,0,0,5,1942,6
307000,3,770,1,0,0,3,1942,6
315000,4,2200,1,0,0,3,1991,8
555000,3,2920,1.5,0,2,3,1908,7
264900,4,2040,1,0,0,3,1979,7
510000,3,1600,1,0,0,3,1978,7
328000,4,1990,2,0,0,3,2002,7
358000,4,1830,2,0,0,3,2002,7
325000,3,2540,2,0,0,3,2005,7
1365000,2,2700,3,1,3,3,1990,9
230000,4,1440,1,0,0,4,1967,7
545000,3,1550,1,0,0,3,1955,7
705380,3,2490,2,0,0,3,2003,9
459000,5,2650,1,0,0,4,1979,7
815000,4,2000,2,0,0,3,2001,8
495000,6,3440,2,0,0,3,2007,8
520000,3,2280,2.5,0,3,3,1987,9
430000,2,1320,3,0,0,3,2001,7
255000,4,2070,2,0,0,3,1989,8
588000,3,1860,2,0,0,5,1908,7
350000,3,940,1,0,0,3,1959,6
625000,4,2290,1,0,2,5,1963,7
172500,2,1510,1,0,0,2,1958,6
554000,3,1830,1.5,0,0,5,1909,7
775000,4,3090,2,0,0,3,2001,9
1187500,4,4340,2,0,0,3,2003,11
618000,3,3200,2,0,1,3,1977,9
305000,4,1560,1.5,0,0,4,1954,6
232000,3,1280,1,0,0,3,1994,7
262000,4,2020,2,0,0,3,2002,7
234000,3,1040,1,0,0,5,1971,7
500000,4,2260,1,0,3,3,2002,7
278000,3,860,1,0,0,3,1920,6
230000,5,1920,1,0,0,3,1961,7
500000,4,2290,1,0,0,5,1969,8
366500,4,2070,1,0,0,5,1945,7
665000,6,4250,2.5,0,0,4,1902,7
1101000,3,2220,2,0,3,3,1928,9
575000,2,1840,1,0,0,3,1957,8
674750,4,2590,2,0,0,3,1993,10
719000,5,3110,1,0,0,5,1940,7
482000,3,2600,1,0,0,4,1980,7
254000,2,1060,1,0,0,4,1952,6
443725,3,1250,1,0,0,4,1944,7
575000,4,2520,2,0,0,3,1980,8
469000,3,2070,1,0,0,3,1977,8
175000,2,1300,1,0,0,5,1958,6
437000,5,2190,1,0,0,3,1961,7
550000,4,2760,1,0,0,4,1974,8
172040,3,1710,1,0,0,4,1979,7
363000,3,1750,1,0,0,3,1993,8
282000,3,1552,2,0,0,3,2012,7
400000,6,2350,2,0,1,3,1905,8
650000,5,5110,2,0,0,3,2003,10
365000,3,1720,2,0,0,4,1990,7
269950,4,1960,2,0,0,3,2002,8
260000,2,1270,1,0,0,3,1977,6
193000,3,1180,1,0,0,4,1977,7
340000,4,2230,2,0,0,3,2005,8
900000,4,4700,2,0,0,3,1978,10
371000,3,2150,2,0,0,3,1991,8
592000,3,2400,2,0,0,3,1985,8
300000,3,1830,2,0,0,3,1991,7
449950,4,2800,2,0,0,3,2003,8
299500,3,2090,2,0,0,3,1989,8
995000,4,2340,1,0,0,4,1963,9
335000,4,1670,1,0,0,3,1960,7
280000,4,1990,1,0,0,4,1978,8
446000,4,2270,1,0,0,3,1977,7
1544500,4,4910,1,0,0,4,1964,10
325000,3,950,1,0,0,4,1943,6
450000,3,1610,1,0,0,3,1955,7
322500,4,1940,2,0,0,3,2000,7
453000,3,1210,1,0,0,5,1955,7
655000,4,2570,2,0,0,3,2001,9
603000,3,1700,2,0,0,5,1926,7
235000,4,1610,1.5,0,0,3,1947,6
968933,4,4120,2,0,0,3,2006,11
1015000,3,2880,1,0,0,3,1980,8
435000,4,1990,2,0,0,3,1973,8
242000,3,1260,1,0,0,3,1986,7
487000,6,4750,2,0,0,4,1947,8
810000,4,3010,2,0,0,3,1996,9
625000,3,2410,1,0,0,4,1976,8
165000,3,1280,1,0,0,3,1973,7
335000,3,2320,1,0,0,3,1960,7
286700,3,1220,1,0,0,3,1958,6
699000,2,1400,1,0,0,4,1954,8
280000,3,1590,1,0,0,3,1974,7
580000,4,2220,2,0,0,3,1988,8
754800,2,2770,2,0,0,3,2006,8
525000,4,2303,2,0,0,3,1995,8
562000,3,1600,1,0,2,3,1962,8
575000,4,1280,1,0,0,3,1926,7
808900,5,2900,2,0,0,3,2006,9
992000,3,2950,1,0,0,4,1966,10
335000,3,1700,2,0,0,3,1997,7
473000,3,1050,1,0,0,3,1985,7
350000,4,2990,1,0,1,4,1977,8
1600000,5,3100,2.5,0,0,4,1906,9
305500,3,1240,1,0,0,4,1950,7
306000,2,780,1,0,0,4,1946,7
233000,2,850,2,0,0,3,2001,8
490000,3,1540,1,0,0,3,1971,8
445000,4,2280,2,0,0,3,1994,8
355000,3,2550,1,0,0,3,1959,7
360000,2,1770,1,0,0,4,1987,8
737500,3,2320,2,0,0,3,1935,7
985000,3,2600,2,0,0,5,1969,8
349950,2,1570,2,0,0,3,2006,8
520000,4,3060,2,0,0,3,2005,8
355950,4,1960,1,0,0,3,1955,7
485000,5,3270,2,0,0,3,2004,9
143000,3,1090,1,0,0,4,1969,6
3278000,2,6840,2.5,1,4,3,2001,11
355000,3,940,1,0,0,4,1967,7
1126000,5,3880,2,0,3,4,1979,9
200000,5,1770,1,0,0,4,1959,7
913000,4,3640,2,0,0,3,1999,11
1600000,3,3160,1,0,2,4,1966,9
409900,2,1590,2,0,0,3,1997,9
265000,4,1290,1,0,0,3,1950,6
740000,5,3655,1,0,0,5,1955,8
306000,4,2490,2,0,0,3,2001,7
381000,3,1470,2,0,0,3,2003,7
1220000,3,3960,2,0,3,3,1933,10
1050000,3,3190,1,0,3,4,1941,8
408000,2,810,1,0,0,5,1948,6
739900,5,2980,2,0,0,3,2006,9
674250,4,2780,1,0,0,4,1985,9
438400,2,1340,1,0,0,4,1953,7
1700000,5,4930,2,0,3,3,2000,11
703000,3,1360,1.5,0,0,3,1945,8
262000,3,1320,1,0,0,4,1989,7
353000,3,1210,1,0,0,3,1984,7
500000,4,1940,2,0,0,3,1995,8
1280000,4,3160,1.5,0,4,3,1917,9
332000,4,1980,2,0,0,3,2004,8
824000,4,2320,1,0,0,4,1974,9
290000,4,1660,1,0,0,3,1968,7
700000,3,1660,2,0,2,3,2002,9
550000,2,1080,1,0,0,4,1922,7
549000,2,1510,1.5,0,0,4,1921,7
1865000,4,2950,1,0,2,4,1951,9
858000,4,3070,2,0,0,3,1978,9
345000,2,970,1,0,0,3,1947,7
340000,4,2140,2.5,0,0,3,1930,8
1215000,4,2570,2.5,0,0,4,1962,9
275000,3,1260,3,0,0,3,2009,7
405000,3,1220,1,0,0,3,1963,7
432500,3,1720,2,0,0,5,1949,7
236500,4,2140,1.5,0,0,3,1925,6
679000,4,1420,1.5,0,0,4,1928,8
543000,4,2060,2,0,0,3,1995,8
294000,3,1320,1,0,0,3,1953,7
340500,3,1810,1,0,0,4,1969,7
1012000,4,2980,2,0,0,3,1989,9
335000,2,1350,1,0,0,3,1976,8
425000,3,1540,1,0,0,3,1988,7
353000,3,2510,2,0,0,4,2001,8
540000,3,1670,2,0,0,3,1991,8
640000,5,3690,2,0,0,3,2006,9
339950,3,1320,1,0,0,3,1959,8
195000,3,1510,1,0,0,2,1979,7
322000,3,1510,1,0,0,2,1979,7
660000,4,1870,1,0,0,3,1978,8
280000,6,2400,2,0,0,3,1991,7
300000,6,2400,2,0,0,3,1991,7
207500,3,1170,1,0,0,4,1966,6
195000,3,1190,1,0,0,3,1956,7
700000,3,2080,1,0,0,5,1954,7
560000,4,2150,1,0,2,4,1982,7
260000,3,1580,1,0,0,5,1911,7
575000,3,1580,1,0,0,5,1911,7
475000,3,2370,2,0,0,3,2006,8
285000,3,1840,1,0,0,3,1905,7
753888,4,2660,2,0,2,3,2003,9
650000,3,2190,2,0,0,3,2003,9
620000,3,1660,1.5,0,0,4,1929,7
526000,3,1780,1,0,0,3,1977,7
155000,2,700,1,0,0,5,1952,6
342000,4,1570,1,0,0,3,1959,7
390000,3,1220,1,0,0,3,1981,7
685000,3,3150,2,0,0,4,1990,9
608000,4,2690,2,0,0,3,2001,7
179900,2,680,1,0,0,3,1943,6
1245000,6,3750,2,0,2,5,1936,9
166000,3,1010,1,0,0,3,1957,7
462000,3,1710,1.5,0,0,3,1928,8
545000,4,2090,2,0,0,3,1990,8
415000,3,1560,1.5,0,0,3,1903,7
269000,3,1560,2,0,0,3,2003,7
356500,4,2570,2,0,0,3,2008,8
225000,3,1010,1,0,0,4,1961,6
175000,2,1020,1,0,0,4,1948,6
549000,5,1710,2,0,0,4,1974,8
535000,3,2300,2,0,0,3,1989,8
627000,4,1990,1,0,0,3,1973,8
565000,3,2730,2.5,0,3,3,1976,9
392450,4,2195,1,0,0,3,1912,7
509000,2,1560,1,0,0,3,2006,8
340000,3,1400,1,0,0,3,1921,7
537000,3,1400,1,0,0,3,1921,7
865000,4,3690,2,0,0,3,1998,10
358000,2,1140,1,0,0,3,1948,7
595000,4,1920,1.5,0,0,5,1923,7
661000,4,2496,2,0,0,3,1998,9
419950,3,2280,1,0,0,4,1977,7
490000,4,3200,2,0,0,3,2006,9
525000,2,880,1,0,0,3,1940,7
350000,3,1320,3,0,0,3,1995,7
552500,3,2450,2,0,0,3,2008,9
210000,3,1040,1,0,0,4,1961,6
390000,3,2480,2,0,0,3,1990,9
336800,5,1830,1.5,0,0,3,1958,7
465000,3,1440,2,0,0,3,2003,7
299900,4,1580,2,0,0,3,2011,7
715000,3,3230,2,0,0,3,2006,9
235000,4,1810,1,0,0,3,1970,7
276000,3,2495,2,0,0,3,2007,8
265000,4,1740,1,0,0,4,1964,7
425000,3,1680,1,0,2,4,1900,6
313000,4,2460,2,0,0,3,1993,8
715000,3,3050,1,0,3,3,1984,8
265000,3,1630,2,0,0,3,1991,7
646000,3,2460,2,0,0,3,2004,9
175000,3,1030,1,0,0,3,1954,7
649000,3,3410,1,0,3,4,1973,10
785000,3,2310,1,0,0,4,1940,7
890000,4,2610,1,0,0,5,1920,8
612000,3,2330,1,0,0,3,1998,9
330000,4,2980,2,0,0,3,2003,8
493000,3,1790,1,0,0,3,1978,8
1600000,4,2940,1,0,0,3,1957,9
1620000,4,3900,1,0,4,5,1972,10
1650000,4,3900,1,0,4,5,1972,10
499000,3,1750,2.5,0,0,3,1900,7
603500,6,2660,1,0,0,5,1962,8
530000,2,1580,1,0,2,3,1941,8
895000,5,2350,1,0,0,4,1962,8
267345,4,2510,1,0,0,4,1972,7
275000,3,1480,2,0,0,3,1987,8
439950,3,1720,1,0,0,3,1950,7
455000,3,1470,2,0,0,4,1985,7
630000,3,1540,1,0,0,3,1944,7
690000,3,2820,2,0,0,3,2004,9
212000,4,1250,1,0,0,4,1971,7
231500,4,2080,1,0,0,4,1985,7
1237500,4,5180,2,0,0,4,1991,10
378500,3,2860,2,0,0,4,1990,9
482000,4,2710,2,0,0,3,1989,9
695000,2,1140,1,0,0,3,1924,7
965000,4,4070,2,0,0,3,1989,10
675000,3,1710,1,0,0,4,1941,8
387000,3,1340,1,0,0,3,1972,7
347500,4,2290,2,0,0,3,1977,8
385000,3,1860,1,0,0,3,1922,8
265000,3,1080,1,0,0,3,1950,6
406000,3,960,1,0,0,3,1953,7
134000,2,980,2,0,0,3,1922,7
415000,3,1500,2,0,0,5,1926,7
375000,3,1440,1,0,0,3,1973,7
620000,4,2580,2,0,0,3,1993,8
337500,5,2070,2,0,0,3,1999,7
565000,3,1880,1,0,0,4,1967,7
399500,3,2420,2,0,0,3,1911,7
1065000,2,1890,2,0,0,3,1987,8
352500,3,1920,1,0,0,3,1992,8
259000,3,1870,1,0,0,3,1986,7
320000,2,900,1,0,0,3,1971,7
733000,3,2160,2,0,0,4,1989,9
381500,2,900,1,0,0,5,1924,7
343000,2,1180,1,0,0,4,1957,7
205500,2,900,1,0,0,5,1938,6
525000,3,1600,1,0,0,5,1967,7
300000,3,1500,1,0,2,5,1943,6
299000,2,1070,1,0,0,3,1942,6
561000,4,2570,2,0,0,3,1990,8
450000,3,1210,1.5,0,0,3,1928,7
540000,4,1850,2,0,0,3,1985,8
379000,3,1740,2,0,0,3,1992,8
230000,3,1300,1,0,0,4,1958,7
399950,3,2000,2,0,0,4,1989,8
355000,5,3220,2,0,0,3,2002,8
580000,4,2160,1,0,0,3,1969,8
700000,3,2130,1.5,0,0,4,1922,7
279900,3,1580,1,0,1,4,1962,7
210000,3,1200,1,0,0,3,1905,6
1165000,3,3790,2,0,0,3,1989,10
290300,2,860,1,0,0,4,1931,6
1599950,5,5130,2,0,0,3,1996,11
490000,3,1600,1.5,0,0,3,1939,7
606000,4,2110,2,0,0,3,1987,9
359950,3,1400,1,0,0,3,1943,6
677100,3,2110,1,0,0,3,1993,10
465000,3,1430,1,0,0,4,1984,7
4500000,5,6640,2,1,4,3,2004,12
500000,3,3040,1,0,0,4,1978,8
455000,2,980,1,0,0,4,1950,7
705000,6,2570,1.5,0,0,4,1911,7
420000,3,2060,1,0,0,4,1967,8
169575,3,1300,1,0,0,3,1968,7
250000,3,1300,1,0,0,3,1968,7
530000,3,1680,1,0,0,5,1973,7
590000,5,4020,1,0,0,5,1970,8
257500,3,1530,1,0,0,3,1979,7
415000,3,1170,1,0,0,3,1957,8
536000,3,1580,1.5,0,0,3,1945,7
246500,3,1270,1,0,0,4,1964,7
395000,3,1480,1,0,0,3,1975,8
739000,3,2220,1,0,0,4,1974,8
1272000,4,3200,2,0,0,3,1984,11
190000,3,910,1,0,0,4,1968,7
305000,3,1480,1,0,0,3,1962,7
925000,4,3770,2,0,0,4,1983,8
895000,4,3500,2,0,0,3,1977,10
656000,3,1480,1.5,0,0,3,1943,8
560000,4,1660,1.5,0,0,3,1945,7
610000,5,2520,2,0,0,3,1977,9
645000,4,2850,2,0,0,3,1987,9
259000,3,2153,2,0,0,3,2007,8
980000,4,3780,2,0,0,3,1990,10
872000,4,3770,1,0,0,4,1967,9
1000000,6,3600,1,0,2,4,1977,9
900000,3,2980,1.5,0,0,3,1941,8
475000,4,2320,1.5,0,0,4,1915,7
350000,5,2980,1,0,0,4,1975,8
840000,4,2930,1,0,3,3,1947,9
500000,4,2040,1,0,0,3,1963,8
202500,3,1510,1,0,0,3,1954,7
523000,4,2660,2,0,0,3,1988,8
225000,3,1740,2,0,0,3,1989,7
418200,3,2240,1,0,1,3,1980,7
356500,4,1570,1,0,0,3,1959,7
670000,4,2500,1.5,0,0,4,1926,7
456150,3,1750,1,0,0,5,1962,7
471000,4,3030,2,0,0,3,1998,8
558000,3,1680,3,0,0,3,2008,8
1380000,6,5740,2,0,2,3,2000,11
161500,3,1220,1,0,0,5,1961,7
311000,3,1310,1.5,0,0,3,1962,7
470000,6,2490,1.5,0,0,4,1966,8
569000,3,2220,1.5,0,0,5,1929,8
689000,4,2240,2,0,0,3,1989,9
271900,3,1890,1,0,0,3,1979,7
278000,4,1850,2,0,0,3,1991,7
820000,2,2210,2,0,0,4,1931,8
399500,3,1410,1,0,0,4,1967,7
462000,3,1890,2,0,0,4,1979,9
347500,3,1830,1,0,0,3,1977,7
562100,2,1440,1,0,0,3,1914,7
230000,2,950,1,0,0,3,1958,6
687000,4,2370,2,0,0,5,1966,8
725786,4,3070,2,0,0,3,2000,10
315500,3,1300,1,0,0,4,1969,7
312000,4,1300,1,0,0,3,1950,7
343000,3,1210,2,0,0,3,2002,8
385195,1,710,1.5,0,0,3,2015,6
415000,4,2240,1,0,0,4,1981,8
461000,3,3600,2,0,0,4,1948,6
369990,4,1960,2,0,0,3,2002,7
349950,4,1820,2,0,0,3,1999,7
285750,3,1960,1,0,0,3,1966,8
542500,4,1750,1,0,0,3,1972,8
830000,5,3700,2,0,0,3,2011,9
705000,4,2910,2,0,0,4,1976,8
615000,2,1270,1,0,0,3,1949,8
184500,2,720,1,0,0,3,1940,6
412000,2,1040,1,0,0,3,1901,7
250000,3,2210,1.5,0,0,3,1934,7
580000,5,2060,2,0,0,3,1903,7
220000,2,780,1,0,0,5,1923,6
675000,4,2240,1,0,0,4,1976,8
373500,2,800,1,0,0,3,1918,7
662700,2,2440,2,0,0,3,1910,7
239950,5,1460,2,0,0,4,1941,6
383000,3,1150,1,0,0,4,1957,7
485000,3,2650,1,0,0,4,1975,7
610000,4,2600,1,0,0,5,1976,8
545000,6,1820,1,0,0,3,1954,7
780000,2,2560,2,0,0,5,1901,8
305000,3,1714,2,0,0,3,2005,8
405000,3,1330,1,0,0,3,1984,7
1110000,5,7350,2,0,4,3,2001,11
273000,3,2050,2,0,0,4,1959,6
326500,3,1810,2,0,0,3,1970,7
365000,3,1380,1,0,0,5,1981,7
1000750,3,3070,2,0,0,3,1987,10
422500,2,800,1,0,0,3,1940,7
354450,4,2140,2,0,0,3,1993,8
320000,3,1330,1,0,0,4,1971,7
223000,3,1030,1,0,0,3,1961,7
410000,3,1740,2,0,0,3,2008,7
438000,3,1200,1.5,0,0,4,1923,6
390000,3,1490,2,0,0,3,1993,7
298500,4,1890,2,0,0,3,2004,7
749999,5,3060,2,0,0,3,1989,10
779000,6,3250,1,0,1,3,1966,8
570000,3,2730,2,0,2,3,1978,8
385000,3,810,1,0,0,3,1918,6
649000,4,2240,1,0,0,5,1961,8
283000,3,1740,1,0,0,3,1947,7
699900,4,2380,1,0,0,3,1961,7
278500,4,1540,1,0,0,3,1971,7
700000,4,2340,1,0,0,3,1975,8
535000,4,2710,2,0,0,3,1995,9
234500,3,1310,1,0,0,3,1954,7
374150,3,1390,1,0,0,4,1973,7
397000,4,2201,2,0,0,3,2006,8
613000,3,1960,1,0,0,3,1988,8
1150000,3,2850,1,0,0,4,1954,8
595000,4,1880,1,0,0,3,1924,7
340000,5,2440,2,0,0,3,2003,8
388000,4,2560,2,0,0,3,2005,9
404000,3,1410,1,0,0,3,1950,7
810000,3,2870,1.5,0,1,4,1946,8
405000,4,2620,2,0,0,3,1987,9
726000,5,2970,2,0,0,3,2000,9
266000,3,1780,1,0,0,4,1986,7
722500,5,3700,1,0,1,5,1970,8
352000,4,1252,1,0,0,3,1996,8
265000,4,1240,1,0,0,4,1961,7
856000,3,2160,2,0,0,3,2014,9
346950,3,2040,2,0,0,4,2006,8
866059,5,3130,2,0,0,3,2014,9
410000,3,2350,2,0,0,3,2004,7
370000,3,1570,2,0,0,3,1982,7
230000,3,1530,1.5,0,0,4,1919,7
400000,2,1520,1,0,0,3,1999,7
172000,3,1350,1,0,0,4,1959,7
615000,3,1950,1,0,0,4,1962,8
860000,4,3950,2,0,0,3,1998,10
555000,3,2040,1,0,0,5,1958,7
579000,3,1990,1.5,0,0,5,1926,8
385000,3,1300,1,0,0,3,1968,7
420000,4,2030,2,0,0,3,1977,7
645000,3,2340,1.5,0,0,5,1914,7
549950,3,2160,2,0,0,3,1996,8
